Long Station Name,Collection Date,EC,Mg,Sacramento X2,WYT,Location,Area
Grant Line/Fabian/Bell Canals nr Old R.,3/26/1991,698,19,72.01442228,C,SouthDelta,Interior
Middle River @ Union Point - P10A,6/1/2015,697,19,93.2549537,C,SouthDelta,Interior
Old River @ Middle River,4/16/2009,694,19,67.73613947,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/7/1992,684,19,92.45317986,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,3/9/2009,728,18,54.40866096,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/12/1994,726,18,82.38546939,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/9/1992,724,18,91.63677332,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,11/14/1990,715,18,93.90716742,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/24/1990,703,18,94.04183083,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,6/11/1992,686,18,90.14218042,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/9/1991,666,18,70.47185036,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/22/1990,652,18,83.47764088,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,6/26/1991,636,18,92.70986559,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2009,633,18,84.30493265,D,SouthDelta,Interior
Old River nr Tracy,4/22/1992,1110,17,77.19407905,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/29/1991,700,17,94.90599798,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/13/1990,672,17,82.37363354,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/25/1990,671,17,87.22990049,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2015,667,17,95.81957478,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/28/1990,644,17,84.07314596,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/11/1990,631,17,94.23950241,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/6/2009,589,17,86.18470086,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2009,583,17,65.57301543,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,6/13/1991,575,17,92.96709129,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/4/2015,568,17,94.17154572,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/7/2015,710,16,94.9140377,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/2/2015,675,16,93.88533024,C,SouthDelta,Interior
Middle River @ Union Point - P10A,8/3/2015,648,16,95.38511805,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/21/1993,615,16,62.38347365,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2014,613,16,92.39401068,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/6/2014,601,16,92.33233742,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/4/2016,601,16,89.47617765,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/1/1990,595,16,91.47315676,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/10/1991,564,16,92.07471565,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/24/1991,511,16,92.78926842,C,SouthDelta,Interior
Middle R @ Tracy Rd Bdg,3/2/1989,506,16,91.3346382,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2010,483,16,63.81753273,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/5/2015,616,15,94.93479848,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,5/7/2009,554,15,68.40551796,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/23/1992,546,15,92.69366513,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/3/2008,544,15,83.34570353,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/7/2014,541,15,90.2187572,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/7/1991,536,15,92.52821793,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/2/2010,536,15,54.29400396,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/2/2008,511,15,92.75840841,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/6/2008,503,15,81.24308533,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/6/2014,503,15,94.77701545,D,SouthDelta,Interior
Middle River @ Union Point - P10A,4/8/2008,492,15,78.37516679,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,5/22/1991,479,15,90.63835999,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/9/2019,543,14.5,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/9/2015,581,14,94.75346141,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,6/8/2009,550,14,77.24823856,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/1/2014,542,14,93.6049299,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/5/2014,483,14,87.63000727,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/5/2015,470,14,71.50190239,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/5/2010,466,14,86.26711441,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/23/1991,463,14,94.27657666,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2014,459,14,75.44547873,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/6/2010,441,14,68.63765096,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2008,435,14,81.73068377,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/6/2015,419,14,88.0123047,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2015,415,14,87.92593622,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/22/1992,409,14,77.19407905,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2015,406,14,78.10690622,C,SouthDelta,Interior
Old River nr Tracy,9/1/1993,530,13,78.41118016,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/2/2013,507,13,93.39492499,D,SouthDelta,Interior
Middle River @ Union Point - P10A,8/4/2014,490,13,88.73599436,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,5/21/2009,488,13,75.54540529,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2016,488,13,59.65346245,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/5/2007,485,13,58.91442023,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/7/1990,482,13,84.4251127,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/4/2013,463,13,90.34617646,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/1/2008,461,13,88.30977329,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/3/2016,461,13,75.47029728,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2007,460,13,79.89948567,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/26/1991,457,13,89.13268814,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2008,456,13,54.87619201,C,SouthDelta,Interior
Middle R @ Tracy Rd Bdg,7/24/1991,454,13,92.78926842,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/25/1990,447,13,91.8739207,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/10/1991,430,13,88.47167384,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,5/5/1992,397,13,86.61933596,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/4/2008,374,13,66.16351777,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/4/2019,411,12.6,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,1/2/2007,490,12,80.23657174,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,4/23/2009,463,12,79.53429049,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/8/2018,456,12,84.74492337,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/2/2014,452,12,90.3346038,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2008,443,12,93.02142734,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2014,436,12,93.56618111,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/7/2013,430,12,87.90258861,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/6/2007,427,12,89.58054651,W,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/7/2009,425,12,68.40551796,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/12/1991,423,12,88.08357466,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/17/1990,422,12,85.19881494,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/6/2009,411,12,87.99178837,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/11/1990,397,12,86.1336185,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/2/2008,387,12,88.7732302,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,3/11/1992,360,12,67.72093556,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/5/2009,358,12,73.26168644,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/8/1992,340,12,79.86326901,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2018,402,11,74.06112596,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/4/2007,399,11,80.25338455,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/7/2016,398,11,83.68530205,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/26/1990,396,11,86.56430395,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/4/2016,387,11,86.5637221,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/10/1990,367,11,87.75334412,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/9/2009,345,11,84.37552482,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/5/2006,341,11,88.65054031,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2009,336,11,74.90839371,D,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2016,328,11,66.37589317,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/10/2016,321,11,62.66343249,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/1/2008,318,11,84.87243383,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2009,314,11,75.36176628,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/11/2018,407,10.9,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/10/2018,346,10.1,84.8982076,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/3/2018,408,10,#N/A,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,5/4/2010,400,10,57.05251942,BN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/13/1993,376,10,64.09402935,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/7/2011,372,10,56.35666923,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/5/2007,364,10,85.25541551,D,SouthDelta,Interior
Middle River @ Union Point - P10A,4/9/2018,358,10,54.04390508,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2016,353,10,87.41045331,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2009,352,10,88.3635176,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/4/2007,348,10,87.28423839,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2007,346,10,74.44600721,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/5/2010,340,10,83.98583932,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/9/2017,338,10,56.18463132,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2007,335,10,87.02852586,W,SouthDelta,Interior
Middle River @ Union Point - P10A,12/1/2009,320,10,92.29828513,D,SouthDelta,Interior
Middle River @ Union Point - P10A,4/2/2007,318,10,72.02877378,D,SouthDelta,Interior
Middle River @ Union Point - P10A,8/5/2008,304,10,88.35573476,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,9/1/1993,386,9,78.41118016,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/5/2018,362,9,#N/A,W,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/21/2009,353,9,75.54540529,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/7/2018,352,9,64.92049336,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2010,334,9,84.63274041,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/7/2011,334,9,64.18410148,W,SouthDelta,Interior
Old River nr Tracy,1/13/1993,332,9,64.09402935,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/6/2010,321,9,84.27592276,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/7/2016,319,9,82.94141541,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1993,318,9,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/2/2007,303,9,80.94470218,D,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2010,294,9,86.84207092,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2016,288,9,84.03725468,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/8/2010,288,8,67.97063022,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/13/2019,278,8,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2007,277,8,84.7182393,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2006,274,8,88.98570418,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/3/2006,253,8,79.15994988,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/4/2017,246,8,83.87250454,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/9/2018,246,8,82.60710477,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/7/2009,228,8,82.06398554,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2018,284,7,74.73149108,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,1/3/2011,274,7,53.33698971,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/4/2009,265,7,84.14076361,D,SouthDelta,Interior
Middle River @ Union Point - P10A,8/2/2006,261,7,78.28975195,W,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2017,258,7,50.46962633,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/6/2011,257,7,57.57300551,W,SouthDelta,Interior
Middle River @ Union Point - P10A,4/4/2011,247,7,0,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2010,241,7,80.72423904,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/6/2006,240,7,78.70958184,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2016,222,7,84.55059684,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/2/2010,189,7,79.32890201,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2018,197,6.79,82.35063213,BN,SouthDelta,Interior
Old River nr Tracy,10/20/1993,249,6,84.89979461,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/20/1993,244,6,84.89979461,C,SouthDelta,Interior
Old River @ Middle River,6/9/1998,236,6,51.89782644,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/7/2017,217,6,80.74384873,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/1/2016,207,6,83.57049111,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2017,193,6,77.48586469,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2017,186,6,77.2692402,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/3/2017,201,5,49.18404199,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2011,199,5,57.60965856,W,SouthDelta,Interior
Middle River @ Union Point - P10A,3/8/2017,187,5,46.65054443,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/5/2011,184,5,56.36389323,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2017,177,5,57.96351261,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/10/2017,177,5,70.04911852,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/5/2006,154,4,67.43685291,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/3/2017,120,3,50.00669585,W,SouthDelta,Interior
